product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
PROD03977,kitchen,29,1315,1,8817.1,36.6,25.57,27.45
PROD03978,office,17,267,9,3638.57,55.33,10.21,63.09
PROD03979,sports,78,968,8,3996.85,39.02,27.2,12.15
PROD03980,fashion,40,303,3,3520.49,75.36,,17.42
PROD03981,pet_supplies,22,1655,7,2831.69,20.81,56.96,6.25
PROD03982,office,76,1727,7,663.18,5.01,29.85,70.01
PROD03983,home_decor,29,475,8,4051.25,56.97,42.11,27.96
PROD03984,office,52,975,2,3683.29,8.86,58.01,42.9
PROD03985,electronics,26,1108,9,4572.96,17.79,52.07,78.61
PROD03986,fashion,66,220,3,2892.12,25.54,9.89,18.52
PROD03987,toys,15,565,4,0.0,6.62,31.96,35.54
PROD03988,FASHION,63,1640,8,437.14,68.81,20.94,60.14
PROD03989,books,64,668,5,7002.02,30.97,49.5,68.41
PROD03990,home_decor,25,1623,8,5260.22,86.63,18.8,58.01
PROD03991,home_decor,40,1829,1,9798.11,7.83,6.69,13.09
PROD03992,KITCHEN,31,567,4,4596.53,7.35,15.24,41.62
PROD03993,toys,50,1181,3,2302.43,94.84,13.89,59.72
PROD03994,FURNITURE,70,227,9,2479.39,52.78,29.77,19.19
PROD03995,books,40,1936,4,2202.61,26.31,50.43,34.14
PROD03996,books,76,775,4,3665.56,50.72,40.13,68.54
PROD03997,home_decor,78,130,4,4579.33,66.63,3.61,49.95
PROD03998,beauty,80,113,9,7789.99,8.76,11.99,57.58
PROD03999,books,40,1220,6,5079.1,6.6,17.24,5.21
PROD04000,beauty,55,1511,5,8255.88,85.42,54.1,48.0
PROD04001,office,69,1402,2,4155.13,48.93,36.34,35.78
PROD04002,toys,37,1887,2,9687.81,59.51,23.7,78.33
PROD04003,pet_supplies,59,1915,7,3350.87,50.58,51.02,79.76
PROD04004,office,79,1966,2,8048.63,26.88,20.7,43.17
PROD04005,automotive,71,580,2,7264.07,22.77,16.63,67.01
PROD04006,furniture,75,581,8,7314.44,83.53,14.4,14.38
PROD04007,sports,71,535,1,4335.49,14.76,10.5,61.0
PROD04008,beauty,76,1239,3,190.97,11.03,4.5,44.68
PROD04009,pet_supplies,80,1760,9,3947.8,11.9,48.72,66.78
PROD04010,,80,199,8,1600.79,9.0,34.88,61.65
PROD04011, pet_supplies ,32,1151,7,1922.71,61.84,22.98,43.45
PROD04012,fashion,34,88,5,4457.59,23.39,49.91,33.84
PROD04013,kitchen,55,814,7,7762.81,60.42,13.45,19.51
PROD04014,fashion,31,565,10,6903.01,10.28,54.17,56.09
PROD04015,automotive,55,1700,5,7403.09,27.5,38.59,6.37
PROD04016,beauty,79,1585,8,9398.38,43.65,27.02,40.03
PROD04017,beauty,53,290,7,8555.98,70.36,31.59,35.65
PROD04018,electronics,14,1096,6,5974.27,52.91,32.71,7.95
PROD04019,pet_supplies,22,1771,1,284.53,94.99,42.82,57.01
PROD04020,furniture,38,1419,4,9902.37,60.67,12.94,56.28
PROD04021,books,59,1449,2,4172.3,98.33,14.23,
PROD04022,office,42,1311,10,3253.75,72.97,49.37,44.32
PROD04023,electronics,36,1471,2,7961.38,71.73,6.96,28.03
PROD04024,furniture,47,1318,7,7272.02,10.81,55.07,16.38
PROD04025,furniture,77,1017,10,7313.27,50.82,37.31,36.13
PROD04026,home_decor,58,623,5,593.39,23.23,21.89,43.75
PROD04027,beauty,77,1805,8,4629.37,8.44,58.84,67.65
PROD04028,kitchen,15,1259,2,4721.01,27.63,44.7,52.05
PROD04029,furniture,35,938,7,1039.04,48.38,4.63,38.67
PROD04030,books,76,778,1,4273.02,66.36,39.67,54.5
PROD04031,electronics,21,761,5,8598.49,55.07,38.38,44.14
PROD04032,sports,74,1419,7,9408.55,81.24,40.41,38.26
PROD04033,electronics,18,826,5,4623.69,49.87,48.33,14.49
PROD04034,kitchen,54,332,2,6835.69,70.89,41.77,64.97
PROD04035,pet_supplies,65,254,4,6558.2,96.25,31.82,34.1
PROD04036,electronics,30,1684,1,5825.28,59.3,51.19,51.38
PROD04037,pet_supplies,11,1980,3,1883.12,81.09,41.91,74.31
PROD04038,beauty,71,852,2,7699.21,52.97,37.3,41.51
PROD04039,kitchen,15,1630,8,5358.36,76.75,24.22,74.64
PROD04040,books,64,511,3,4056.28,37.51,22.77,22.64
PROD04041,beauty,29,1439,2,1042.04,99.79,6.48,30.55
PROD04042,electronics,29,1100,10,9463.02,96.6,44.06,6.55
PROD04043,FASHION,68,1726,5,1728.3,99.01,14.28,14.26
PROD04044,automotive,58,1686,5,6174.29,44.99,59.79,
PROD04045,toys,41,1123,6,9048.97,54.52,51.48,76.52
PROD04046,pet_supplies,63,311,8,6716.42,53.25,20.32,6.86
PROD04047,kitchen,34,1668,7,1665.48,73.03,48.09,41.42
PROD04048,sports,74,1246,6,7222.57,60.02,31.6,7.75
PROD04049,kitchen,29,1081,9,1614.47,75.27,40.17,15.41
PROD04050,,26,904,1,2462.55,64.69,20.48,51.42
PROD04051,home_decor,28,800,1,1651.16,51.54,51.14,38.39
PROD04052,automotive,67,282,9,295.75,69.42,10.41,46.51
PROD04053,sports,51,1677,8,5071.76,20.56,19.48,58.13
PROD04054,toys,67,1323,4,1732.98,88.9,53.82,37.47
PROD04055,home_decor,20,897,2,3723.14,74.47,57.46,22.88
PROD04056,home_decor,76,303,5,9427.25,21.68,55.54,74.36
PROD04057,FASHION,57,1912,6,4914.78,30.38,35.7,69.23
PROD04058,sports,12,1864,4,9383.76,92.19,6.77,56.78
PROD04059,fashion,43,1061,1,6585.27,20.74,53.18,6.48
PROD04060,beauty,70,231,10,9990.45,84.48,30.26,28.37
PROD04061,office,35,1995,3,6130.51,56.99,42.34,23.91
PROD04062,office,57,1079,2,4940.2,94.35,56.04,76.95
PROD04063,office,35,1753,4,1772.38,90.16,47.1,67.69
PROD04064,toys,55,1156,5,9096.62,47.53,50.61,35.07
PROD04065,office,34,843,8,1772.55,62.33,39.64,54.11
PROD04066,FASHION,56,936,6,4236.92,36.68,8.23,56.99
PROD04067,pet_supplies,41,1285,9,3680.8,67.74,10.64,7.64
PROD04068,home_decor,43,1440,8,2935.39,51.46,7.54,28.16
PROD04069,furniture,16,1514,7,140.39,37.16,32.56,24.19
PROD04070,pet_supplies,36,624,9,4411.37,91.97,15.74,30.69
PROD04071, books ,64,1907,9,9511.69,72.52,23.39,23.52
PROD04072,KITCHEN,37,1450,9,5783.29,57.24,52.45,
PROD04073,toys,54,1561,2,214.82,67.38,37.72,72.85
PROD04074,electronics,51,188,9,5361.0,68.52,40.29,70.96
PROD04075,automotive,24,867,10,2857.23,12.16,31.99,72.08
PROD04076,beauty,30,213,9,1401.29,58.13,6.44,30.33
PROD04077,electronics,63,1687,5,7543.13,34.58,49.37,73.58
PROD04078,home_decor,64,1993,5,8071.98,49.56,16.07,19.31
PROD04079,beauty,69,792,10,1784.62,15.97,50.02,38.04
PROD04080,kitchen,80,1377,1,4060.09,42.89,4.98,29.03
PROD04081,kitchen,53,57,10,8428.83,42.13,38.94,44.79
PROD04082,fashion,76,1166,3,3631.81,92.18,12.91,69.57
PROD04083,books,67,1815,7,8706.47,14.47,7.89,70.68
PROD04084,electronics,32,92,8,3176.81,81.36,22.93,37.13
PROD04085, home_decor ,28,429,5,1110.17,23.8,20.43,33.97
PROD04086,automotive,47,325,6,6904.83,23.61,26.93,57.8
PROD04087,automotive,26,956,10,9182.87,75.22,32.09,75.14
PROD04088,electronics,62,562,6,8698.73,37.54,46.37,9.06
PROD04089,office,45,1256,4,8687.62,66.42,25.27,61.61
PROD04090,kitchen,63,834,3,1184.45,58.88,6.12,38.02
PROD04091,beauty,10,310,8,6277.21,46.17,19.73,12.43
PROD04092,kitchen,17,1823,4,4975.55,46.35,28.32,53.06
PROD04093, kitchen ,79,764,9,7229.15,91.32,33.6,16.18
PROD04094,pet_supplies,78,1956,2,4589.92,57.29,7.46,28.6
PROD04095,fashion,50,1867,10,1806.11,83.85,19.56,29.64
PROD04096,fashion,67,1354,3,1697.38,66.24,30.61,36.99
PROD04097,automotive,37,1864,1,664.93,69.6,38.3,32.83
PROD04098,office,32,868,5,1220.71,50.68,59.62,37.65
PROD04099,office,46,1288,4,5511.27,45.39,11.74,6.99
PROD04100,furniture,42,341,6,591.86,12.35,16.9,48.19
PROD04101,pet_supplies,12,592,8,7529.19,79.79,15.24,7.16
PROD04102,books,72,1523,5,2673.81,51.66,27.64,7.34
PROD04103,kitchen,71,272,4,5927.41,45.8,27.9,39.75
PROD04104,books,48,59,10,741.96,44.71,5.66,12.51
PROD04105,fashion,33,1228,6,2858.24,46.34,49.65,10.28
PROD04106,pet_supplies,13,1155,6,7613.64,6.72,31.86,39.58
PROD04107,automotive,61,1318,4,4959.83,38.83,41.12,64.57
PROD04108,toys,27,1330,4,6945.59,62.22,33.93,17.97
PROD04109,beauty,22,1560,8,9898.96,55.37,53.69,39.48
PROD04110,home_decor,39,1485,5,2065.28,94.36,10.19,60.84
PROD04111,office,17,1401,8,9851.07,79.59,18.24,78.48
PROD04112,sports,76,227,2,6735.31,58.33,46.27,55.44
PROD04113, books ,72,65,7,6102.84,24.05,11.4,69.68
PROD04114,PET_SUPPLIES,37,243,6,2847.64,60.11,31.14,26.22
PROD04115,home_decor,15,534,7,9378.13,8.02,38.23,53.87
PROD04116,books,22,1953,4,4225.19,98.7,23.32,54.82
PROD04117,toys,11,457,1,6416.77,6.7,9.15,38.3
PROD04118,home_decor,53,634,1,9556.88,75.17,59.26,22.34
PROD04119,fashion,12,1719,1,5040.53,,52.72,28.15
PROD04120,pet_supplies,68,838,10,3308.49,93.57,11.23,46.89
PROD04121,fashion,16,1598,10,6043.73,84.63,27.03,5.41
PROD04122,toys,56,1616,10,3777.71,42.7,20.41,31.6
PROD04123,home_decor,49,785,1,8945.2,5.85,21.72,69.39
PROD04124,fashion,13,1156,6,6108.5,35.59,35.91,79.85
PROD04125,office,32,562,5,2121.81,38.96,41.0,19.86
PROD04126,toys,49,1937,2,7605.2,5.95,12.76,48.38
PROD04127,toys,47,763,3,9988.58,62.78,57.05,18.94
PROD04128,TOYS,18,997,3,2479.37,,38.32,5.84
PROD04129,automotive,15,1906,6,7939.02,5.12,58.4,27.82
PROD04130,fashion,22,1420,1,7493.7,17.64,2.94,73.86
PROD04131,PET_SUPPLIES,59,745,2,8567.14,49.53,25.73,75.13
PROD04132,toys,75,1835,4,9918.97,15.53,32.56,28.25
PROD04133,toys,43,1291,4,9760.74,59.76,23.05,62.96
PROD04134,fashion,39,78,8,9036.13,78.15,45.9,61.4
PROD04135,books,56,475,10,5301.02,69.11,53.04,28.06
PROD04136,,45,1741,10,7490.65,85.9,49.86,28.88
PROD04137,books,32,593,8,1441.33,44.92,2.9,32.89
PROD04138,electronics,68,1410,6,1494.47,57.83,13.19,70.94
PROD04139,books,79,1964,10,4271.96,99.88,23.97,59.15
PROD04140,sports,21,1154,3,6333.94,96.26,26.36,19.48
PROD04141,office,10,1760,8,2138.04,57.87,36.83,20.52
PROD04142,BEAUTY,30,175,3,9118.28,59.36,33.58,50.36
PROD04143,automotive,36,806,8,2539.52,60.96,15.54,50.21
PROD04144,pet_supplies,43,1971,9,511.86,13.95,2.91,79.4
PROD04145,toys,31,1554,3,7974.42,6.19,7.52,21.21
PROD04146,books,46,1334,9,6579.15,8.77,4.37,70.53
PROD04147,beauty,51,1567,1,1431.65,53.33,39.3,11.42
PROD04148,toys,61,303,7,2873.96,24.1,23.48,8.94
PROD04149,fashion,21,563,2,8907.46,70.23,38.59,74.57
PROD04150, fashion ,11,1924,9,3340.01,89.44,29.05,6.1
PROD04151,pet_supplies,58,1566,10,4966.4,72.8,19.56,22.0
PROD04152,pet_supplies,57,337,9,5395.49,12.17,18.64,61.65
PROD04153,automotive,54,545,9,1339.31,85.16,7.99,53.69
PROD04154,books,65,1370,6,2439.4,65.09,56.01,9.8
PROD04155,fashion,47,884,3,2986.3,93.16,39.07,14.93
PROD04156,books,47,1530,1,3003.5,38.71,9.36,41.35
PROD04157,kitchen,79,711,6,2832.39,93.75,32.32,76.56
PROD04158,books,37,1874,4,6123.9,54.68,45.55,74.46
PROD04159,kitchen,70,1548,6,3690.17,50.34,6.92,61.37
PROD04160,fashion,32,1391,6,4548.71,40.11,,26.11
PROD04161,fashion,71,1963,9,3181.39,64.71,27.57,49.81
PROD04162,office,22,1104,10,2722.49,58.04,50.19,54.78
PROD04163,toys,23,124,3,864.08,46.02,34.39,77.44
PROD04164,kitchen,67,1756,6,2959.57,41.91,20.73,12.94
PROD04165,kitchen,75,1988,8,8169.21,27.83,30.07,57.7
PROD04166,toys,55,155,2,4271.96,92.33,17.66,62.72
PROD04167,automotive,12,1088,9,8363.49,91.32,2.4,74.37
PROD04168,office,52,463,3,2386.19,76.68,35.35,60.21
PROD04169,sports,40,1599,8,6974.38,79.89,47.08,50.39
PROD04170,automotive,40,541,1,3703.86,94.35,30.37,74.77
PROD04171,toys,18,921,8,6014.2,27.65,22.35,46.58
PROD04172,sports,14,737,7,430.47,47.62,15.73,14.43
PROD04173,office,28,182,10,8276.1,17.53,22.86,31.03
PROD04174,sports,31,975,4,9134.43,32.0,27.2,40.12
PROD04175,fashion,32,614,9,7157.97,82.12,38.28,42.35
PROD04176,automotive,73,1296,2,1464.55,42.99,51.61,9.08
PROD04177,automotive,35,706,8,8389.66,15.7,30.75,16.06
PROD04178,sports,78,484,1,509.0,53.57,34.69,49.54
PROD04179, home_decor ,67,531,6,1767.94,25.24,34.72,15.08
PROD04180,pet_supplies,34,984,3,3964.28,17.26,13.02,38.66
PROD04181,automotive,70,1858,10,9401.06,18.96,12.84,67.67
PROD04182,TOYS,62,1388,9,762.12,75.89,49.1,12.96
PROD04183,automotive,21,1024,8,4664.15,7.3,41.5,43.68
PROD04184,kitchen,19,1411,6,8222.5,14.33,16.64,70.97
PROD04185,pet_supplies,15,1368,7,9361.13,20.4,7.48,60.88
PROD04186,toys,38,755,6,5793.79,98.63,54.95,62.41
PROD04187,fashion,25,524,9,8426.67,96.38,42.3,33.92
PROD04188,pet_supplies,23,1303,1,8838.76,86.06,5.79,5.33
PROD04189,toys,34,1565,1,1765.91,87.49,30.94,73.18
PROD04190,furniture,13,1035,1,7863.08,64.07,40.93,64.11
PROD04191,,53,66,1,9844.83,41.52,10.58,6.23
PROD04192,beauty,46,924,4,3825.59,13.94,-10.0,50.88
PROD04193,kitchen,30,391,10,131.34,97.96,52.12,18.82
PROD04194,automotive,17,268,9,9791.12,20.38,45.75,39.05
PROD04195,fashion,41,92,10,7291.87,21.67,33.95,76.72
PROD04196,FURNITURE,76,1361,8,-500.0,76.14,16.63,79.82
PROD04197,fashion,31,408,1,457.7,72.7,55.8,44.09
PROD04198,pet_supplies,27,1958,2,9195.34,40.15,57.31,10.4
PROD04199,office,30,1075,3,9143.78,95.26,48.33,16.39
PROD04200,furniture,19,1228,4,5017.6,15.4,33.6,61.56
PROD04201,electronics,30,845,8,6220.13,77.98,59.91,68.93
PROD04202,pet_supplies,59,1067,2,2220.75,51.79,48.9,40.55
PROD04203,electronics,59,914,2,3072.49,15.5,47.65,5.71
PROD04204,pet_supplies,42,1309,9,141.13,82.34,51.46,9.49
PROD04205,office,20,804,5,4951.94,25.54,12.95,15.75
PROD04206,fashion,71,863,5,1375.04,45.85,51.43,74.77
PROD04207,books,60,308,7,6162.95,76.03,12.76,26.61
PROD04208,toys,69,1519,10,3240.16,9.13,5.49,11.86
PROD04209, fashion ,46,321,5,8047.24,66.29,27.4,12.98
PROD04210,books,64,578,2,742.18,75.48,54.31,79.08
PROD04211,fashion,73,823,1,1586.97,59.2,48.55,35.32
PROD04212,electronics,49,1658,1,1967.22,48.73,38.38,37.42
PROD04213,fashion,50,1397,1,4360.32,45.08,48.36,39.44
PROD04214,pet_supplies,30,59,9,5440.31,9.04,6.82,63.56
PROD04215,books,57,1270,1,9347.6,77.2,41.13,31.58
PROD04216,electronics,71,1344,5,6267.39,24.3,11.67,22.67
PROD04217,,25,1685,6,9107.85,18.47,17.85,
PROD04218,home_decor,41,541,10,2207.08,53.05,31.5,74.33
PROD04219,electronics,53,646,5,3623.19,56.93,2.73,38.94
PROD04220,home_decor,50,233,7,2627.85,38.64,18.36,60.11
PROD04221,electronics,48,1537,8,6576.66,13.93,44.14,68.27
PROD04222,fashion,30,1985,10,9355.88,,14.77,
PROD04223,electronics,42,605,5,6623.24,33.3,10.58,15.06
PROD04224,fashion,43,1227,2,614.83,18.37,51.15,13.47
PROD04225,toys,79,956,4,6446.04,88.8,52.96,19.57
PROD04226,fashion,16,199,10,8059.7,62.21,38.68,31.51
PROD04227,toys,53,514,5,1120.88,29.09,-10.0,76.72
PROD04228,books,70,1118,5,5664.77,94.09,15.88,10.66
PROD04229,electronics,28,779,1,8552.16,76.28,16.02,6.65
PROD04230,office,67,533,10,3386.16,63.2,14.95,35.83
PROD04231,kitchen,71,1329,2,0.0,44.62,31.03,69.66
PROD04232,home_decor,11,540,6,280.07,96.14,4.48,5.3
PROD04233,fashion,60,614,10,3466.81,88.32,21.37,69.87
PROD04234, books ,38,988,1,1996.61,88.82,58.21,66.43
PROD04235,automotive,27,234,3,4340.12,89.59,36.23,40.13
PROD04236,beauty,26,316,2,7796.25,73.6,37.58,
PROD04237,office,32,1580,9,5583.2,30.95,30.14,57.18
PROD04238,TOYS,68,446,3,7313.52,6.58,6.4,
PROD04239, home_decor ,68,1753,9,6203.81,12.26,36.17,39.03
PROD04240,beauty,57,213,10,6988.8,81.09,12.21,55.92
PROD04241,toys,35,1711,10,6405.79,7.24,-10.0,71.68
PROD04242,beauty,44,651,1,5517.97,66.07,32.2,36.42
PROD04243,electronics,31,613,2,5180.02,44.01,3.72,66.3
PROD04244,furniture,64,918,9,5575.9,61.5,43.22,63.44
PROD04245,automotive,53,1232,6,5886.59,79.01,12.8,38.49
PROD04246,kitchen,10,1915,3,2143.54,88.44,18.39,33.33
PROD04247,furniture,21,370,10,8377.18,63.4,7.76,18.75
PROD04248,furniture,49,1432,10,6033.0,66.34,19.28,36.83
PROD04249,FASHION,79,478,6,7849.42,39.97,52.23,62.25
PROD04250, books ,13,1520,10,4033.48,80.07,36.04,79.0
PROD04251,sports,29,209,3,1581.96,,20.39,67.96
PROD04252,fashion,78,317,9,7914.99,47.92,35.53,62.12
PROD04253,books,38,413,6,7314.5,85.57,41.52,
PROD04254,SPORTS,33,1221,10,2765.63,61.56,10.84,59.3
PROD04255,pet_supplies,22,591,4,5829.54,79.87,48.13,20.42
PROD04256,books,70,381,3,8127.05,39.59,54.41,47.22
PROD04257,office,55,134,8,9873.81,94.57,21.86,35.07
PROD04258,automotive,34,1034,3,8401.8,81.16,14.55,74.79
PROD04259,beauty,46,804,2,8429.35,70.58,37.01,47.83
PROD04260,pet_supplies,71,1857,2,8642.23,29.84,58.23,22.62
PROD04261,automotive,35,444,3,7668.92,45.05,24.42,21.51
PROD04262,fashion,49,756,1,8132.46,37.17,22.12,41.42
PROD04263,books,54,1397,1,6959.28,40.19,31.53,70.3
PROD04264, sports ,46,1083,3,5272.76,78.98,59.92,23.51
PROD04265,furniture,32,605,1,2331.81,83.17,23.62,29.51
PROD04266,furniture,33,1111,7,3628.23,74.93,5.41,27.35
PROD04267,automotive,47,1344,8,6562.35,72.94,29.89,50.38
PROD04268, kitchen ,13,1947,2,8328.27,91.08,23.76,15.36
PROD04269,,31,1373,4,2599.99,58.9,18.4,55.85
PROD04270,beauty,40,1055,6,2055.05,45.12,28.06,37.73
PROD04271,automotive,60,403,8,1101.29,29.95,8.77,60.03
PROD04272,fashion,33,679,9,2587.18,52.67,39.49,19.58
PROD04273,automotive,20,1306,2,1253.73,98.2,5.96,41.82
PROD04274,electronics,39,1309,2,5254.35,73.36,41.85,55.68
PROD04275, electronics ,34,1829,5,5854.34,78.54,18.15,6.09
PROD04276,home_decor,15,779,6,5213.79,14.01,11.55,13.4
PROD04277,books,47,724,2,6237.53,61.44,57.56,15.54
PROD04278,office,22,356,7,9175.27,28.41,59.83,25.15
PROD04279,pet_supplies,67,1236,7,5845.29,,36.74,11.19
PROD04280,automotive,73,1685,1,9305.84,83.08,39.02,8.99
PROD04281,home_decor,42,1746,1,3854.32,32.23,17.28,71.06
PROD04282,fashion,56,119,3,2644.68,72.1,31.99,39.8
PROD04283,toys,45,1265,8,3253.74,16.31,24.45,63.38
PROD04284,BEAUTY,58,1324,4,8725.73,14.26,38.81,62.46
PROD04285,sports,48,1879,2,8108.22,88.16,30.82,73.91
PROD04286,pet_supplies,50,106,10,2899.0,30.22,36.98,18.55
PROD04287,fashion,79,1319,4,2058.67,59.09,2.64,78.88
PROD04288,kitchen,69,1429,9,4135.62,84.59,16.47,66.73
PROD04289,toys,23,68,10,1349.39,87.98,3.64,24.46
PROD04290,electronics,51,1903,10,7004.54,85.84,28.29,17.86
PROD04291,furniture,75,251,1,4135.55,16.99,48.73,
PROD04292,home_decor,68,94,9,5096.82,80.61,56.99,77.78
PROD04293,kitchen,44,1149,10,1672.97,30.19,59.04,58.31
PROD04294,automotive,22,429,4,8120.7,70.48,13.06,72.61
PROD04295,books,49,191,6,1868.93,93.25,51.53,76.78
PROD04296,furniture,79,262,4,3547.48,61.68,27.8,29.96
PROD04297,electronics,61,1235,2,9112.57,38.43,18.15,62.72
PROD04298,furniture,31,1662,5,4724.56,15.72,14.67,
PROD04299,fashion,64,710,5,327.49,42.52,8.86,77.27
PROD04300,kitchen,34,1759,1,2481.51,8.67,30.8,62.38
PROD04301,books,25,1944,4,4316.05,76.3,54.38,78.34
PROD04302,sports,73,684,4,2303.81,28.13,47.95,48.18
PROD04303,pet_supplies,18,1497,1,3682.6,20.8,56.87,68.32
PROD04304,sports,41,1371,10,6364.74,17.98,52.99,10.4
PROD04305, furniture ,60,969,9,9423.34,23.22,54.2,76.1
PROD04306,kitchen,17,1512,7,7701.53,70.33,55.1,43.51
PROD04307,office,69,1618,3,3412.52,77.57,35.26,50.06
PROD04308,books,14,1360,10,1928.41,37.71,41.87,10.29
PROD04309,pet_supplies,61,1914,10,8645.33,57.96,57.05,18.86
PROD04310,sports,48,336,4,7568.29,56.86,11.38,28.85
PROD04311, automotive ,33,1173,10,922.67,42.97,51.28,60.79
PROD04312,fashion,69,1789,4,6680.25,69.57,24.06,18.86
PROD04313,home_decor,18,1378,6,9006.72,20.22,35.2,28.7
PROD04314,furniture,34,1154,8,4001.46,31.65,38.52,18.49
PROD04315,fashion,75,1382,6,5048.46,63.34,49.32,9.78
PROD04316, furniture ,34,1767,3,1712.2,35.24,13.56,41.1
PROD04317,automotive,54,951,3,3737.81,19.86,27.63,12.14
PROD04318,office,33,905,4,1604.92,25.76,8.03,52.91
PROD04319,sports,12,108,7,5822.69,99.66,27.06,46.51
PROD04320,toys,72,715,4,1181.42,85.34,33.0,53.14
PROD04321,books,23,913,6,9949.8,34.58,30.83,16.84
PROD04322, office ,29,838,3,5570.75,81.1,47.84,51.37
PROD04323,electronics,16,1881,2,4863.46,94.19,7.15,46.98
PROD04324,automotive,12,643,9,5543.63,86.94,47.14,47.74
PROD04325,pet_supplies,24,779,5,4563.04,60.32,3.75,33.84
PROD04326,pet_supplies,48,995,9,5346.06,17.68,9.25,41.2
PROD04327,fashion,50,361,4,1210.31,34.55,20.03,10.98
PROD04328,books,42,329,7,2063.65,52.87,23.53,48.23
PROD04329,office,52,189,6,2282.31,9.06,41.04,53.1
PROD04330,beauty,11,1744,4,2319.69,65.33,-10.0,11.25
PROD04331,pet_supplies,77,696,9,2776.89,78.64,57.54,67.77
PROD04332,kitchen,18,1102,9,3689.67,54.89,21.28,7.86
PROD04333,beauty,14,1954,3,2332.69,78.11,13.44,41.44
PROD04334,furniture,22,1980,9,3027.94,76.17,46.81,36.34
PROD04335,office,71,1659,10,3305.35,59.75,54.35,13.4
PROD04336,toys,29,873,1,664.38,80.24,7.76,14.38
PROD04337,automotive,38,1742,5,-500.0,8.51,13.03,31.64
PROD04338,toys,34,292,8,2949.74,46.71,11.05,48.34
PROD04339, books ,31,205,3,5224.73,17.84,17.6,38.57
PROD04340,books,32,1040,4,6127.73,97.24,32.0,32.72
PROD04341,kitchen,19,1418,6,6516.01,46.13,21.72,27.22
PROD04342,sports,17,147,6,913.46,44.31,29.09,61.28
PROD04343,toys,47,1880,6,478.12,77.53,52.12,15.93
PROD04344,toys,68,1884,9,2086.35,88.11,45.35,14.28
PROD04345,beauty,10,1169,9,5708.25,65.03,20.18,11.37
PROD04346, pet_supplies ,25,1789,5,7679.92,75.26,21.75,29.95
PROD04347,home_decor,42,445,10,1696.89,25.17,28.55,26.07
PROD04348,sports,49,1669,5,7789.4,34.61,5.58,7.57
PROD04349,furniture,34,463,1,3136.02,36.72,48.18,60.41
PROD04350,kitchen,43,1701,3,893.49,39.0,25.55,46.94
PROD04351,toys,73,1873,8,1043.15,45.83,19.4,79.8
PROD04352,fashion,74,1166,7,6222.73,35.18,51.9,27.87
PROD04353,books,25,733,4,3989.13,18.76,8.41,42.38
PROD04354,furniture,45,1166,3,1351.24,21.11,33.48,49.99
PROD04355,kitchen,38,795,1,4577.24,40.07,40.31,65.46
PROD04356,books,70,980,6,5836.98,75.33,15.91,71.86
PROD04357,kitchen,33,1407,10,5409.36,31.37,45.7,42.81
PROD04358,automotive,40,94,1,4666.4,19.43,11.16,30.62
PROD04359,toys,28,1263,4,9919.48,31.68,-10.0,57.02
PROD04360,fashion,31,751,5,-500.0,63.43,29.21,14.69
PROD04361,pet_supplies,48,197,10,3575.96,20.68,35.53,
PROD04362,,18,1471,10,7362.44,83.41,-10.0,42.16
PROD04363,kitchen,28,287,9,1274.58,16.75,59.96,40.39
PROD04364,fashion,52,1492,6,9600.45,55.29,34.09,33.21
PROD04365,pet_supplies,32,903,2,3452.43,12.6,32.08,62.57
PROD04366,toys,28,1264,9,2226.83,7.23,44.89,49.82
PROD04367,BOOKS,41,1896,9,7780.6,69.46,45.5,47.74
PROD04368,office,38,803,1,321.03,36.15,23.88,76.68
PROD04369,pet_supplies,64,222,1,8711.43,69.94,38.17,8.28
PROD04370,sports,39,1711,10,2189.06,75.5,49.28,15.11
PROD04371,fashion,71,239,5,5877.03,21.1,30.03,17.14
PROD04372,pet_supplies,43,1036,9,454.37,57.72,45.37,57.43
PROD04373,office,67,89,6,2952.99,54.73,31.09,69.06
PROD04374,office,17,1043,9,2078.36,5.51,53.53,
PROD04375,sports,56,364,1,2194.69,34.18,4.83,37.24
PROD04376,automotive,58,1547,6,4899.98,63.29,42.37,62.1
PROD04377,toys,17,1148,6,4253.95,82.52,13.06,46.5
PROD04378,sports,33,1795,10,2875.76,22.47,17.5,13.48
PROD04379,pet_supplies,56,644,1,-500.0,83.3,29.16,9.73
PROD04380,office,30,1563,3,4358.83,97.78,55.02,27.43
PROD04381,sports,30,1131,8,5524.17,79.44,20.17,25.73
PROD04382,beauty,22,1042,9,3605.38,60.35,36.04,6.46
PROD04383,sports,63,1896,6,7999.4,98.76,33.37,28.51
PROD04384,office,35,1261,7,6956.12,23.0,17.47,64.61
PROD04385, sports ,45,822,1,4164.35,9.82,18.65,11.5
PROD04386,electronics,35,1684,4,9863.62,53.63,4.28,69.55
PROD04387,books,58,637,5,6219.06,72.01,53.47,58.23
PROD04388,books,77,1001,6,1296.32,70.27,56.3,49.95
PROD04389,toys,54,744,5,5135.6,37.92,26.48,42.39
PROD04390,home_decor,76,878,1,9497.68,56.16,23.83,65.9
PROD04391,sports,18,319,6,3654.71,92.5,2.31,49.51
PROD04392,BEAUTY,31,1735,7,8319.73,61.08,24.02,48.53
PROD04393,electronics,35,1533,8,5479.25,91.54,30.92,8.36
PROD04394,sports,40,1234,7,7462.71,72.37,21.34,6.5
